qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	MarmosetClass	OldWorldClass
XP_035154130.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	3123	38.043	92	48	4	261	351	149	232	2.56e-10	53.9	unknown	class II
XP_035154130.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	719702	33.621	116	63	7	240	351	105	210	2.95e-10	53.5	unknown	class I
XP_035154130.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	692100	36.19	105	55	5	251	351	123	219	3.86e-10	53.1	unknown	class II
XP_035154130.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	692100	36.19	105	55	5	251	351	123	219	3.86e-10	53.1	unknown	class II
XP_035154130.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	100428435	36.19	105	55	5	251	351	123	219	4e-10	53.1	unknown	class II
XP_035154130.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	3123	36.19	105	55	5	251	351	123	219	8.15e-10	52.4	unknown	class II
XP_035154131.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	100428435	36.957	92	49	4	261	351	17	100	7.16e-11	53.9	unknown	class II
XP_035154131.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	3123	38.043	92	48	4	261	351	136	219	2.15e-10	53.9	unknown	class II
XP_035154131.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	3123	38.043	92	48	4	261	351	136	219	2.15e-10	53.9	unknown	class II
XP_035154131.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	3123	36.957	92	49	4	261	351	136	219	2.49e-10	53.9	unknown	class II
XP_035154131.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	3123	38.043	92	48	4	261	351	149	232	2.56e-10	53.9	unknown	class II
XP_035154131.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	719702	33.621	116	63	7	240	351	105	210	2.95e-10	53.5	unknown	class I
XP_035154131.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	692100	36.19	105	55	5	251	351	123	219	3.86e-10	53.1	unknown	class II
XP_035154131.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	692100	36.19	105	55	5	251	351	123	219	3.86e-10	53.1	unknown	class II
XP_035154131.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	100428435	36.19	105	55	5	251	351	123	219	4e-10	53.1	unknown	class II
XP_035154131.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	3123	36.19	105	55	5	251	351	123	219	8.15e-10	52.4	unknown	class II
XP_035154132.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	100428435	36.957	92	49	4	261	351	17	100	7.16e-11	53.9	unknown	class II
XP_035154132.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	3123	38.043	92	48	4	261	351	136	219	2.15e-10	53.9	unknown	class II
XP_035154132.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	3123	38.043	92	48	4	261	351	136	219	2.15e-10	53.9	unknown	class II
XP_035154132.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	3123	36.957	92	49	4	261	351	136	219	2.49e-10	53.9	unknown	class II
XP_035154132.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	3123	38.043	92	48	4	261	351	149	232	2.56e-10	53.9	unknown	class II
XP_035154132.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	719702	33.621	116	63	7	240	351	105	210	2.95e-10	53.5	unknown	class I
XP_035154132.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	692100	36.19	105	55	5	251	351	123	219	3.86e-10	53.1	unknown	class II
XP_035154132.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	692100	36.19	105	55	5	251	351	123	219	3.86e-10	53.1	unknown	class II
XP_035154132.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	100428435	36.19	105	55	5	251	351	123	219	4e-10	53.1	unknown	class II
XP_035154132.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	3123	36.19	105	55	5	251	351	123	219	8.15e-10	52.4	unknown	class II
XP_035154133.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	100428435	36.957	92	49	4	261	351	17	100	7.16e-11	53.9	unknown	class II
XP_035154133.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	3123	38.043	92	48	4	261	351	136	219	2.15e-10	53.9	unknown	class II
XP_035154133.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	3123	38.043	92	48	4	261	351	136	219	2.15e-10	53.9	unknown	class II
XP_035154133.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	3123	36.957	92	49	4	261	351	136	219	2.49e-10	53.9	unknown	class II
XP_035154133.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	3123	38.043	92	48	4	261	351	149	232	2.56e-10	53.9	unknown	class II
XP_035154133.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	719702	33.621	116	63	7	240	351	105	210	2.95e-10	53.5	unknown	class I
XP_035154133.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	692100	36.19	105	55	5	251	351	123	219	3.86e-10	53.1	unknown	class II
XP_035154133.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	692100	36.19	105	55	5	251	351	123	219	3.86e-10	53.1	unknown	class II
XP_035154133.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	100428435	36.19	105	55	5	251	351	123	219	4e-10	53.1	unknown	class II
XP_035154133.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	3123	36.19	105	55	5	251	351	123	219	8.15e-10	52.4	unknown	class II
XP_035154134.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	100428435	36.957	92	49	4	261	351	17	100	7.16e-11	53.9	unknown	class II
XP_035154134.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	3123	38.043	92	48	4	261	351	136	219	2.15e-10	53.9	unknown	class II
XP_035154134.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	3123	38.043	92	48	4	261	351	136	219	2.15e-10	53.9	unknown	class II
XP_035154134.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	3123	36.957	92	49	4	261	351	136	219	2.49e-10	53.9	unknown	class II
XP_035154134.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	3123	38.043	92	48	4	261	351	149	232	2.56e-10	53.9	unknown	class II
XP_035154134.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	719702	33.621	116	63	7	240	351	105	210	2.95e-10	53.5	unknown	class I
XP_035154134.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	692100	36.19	105	55	5	251	351	123	219	3.86e-10	53.1	unknown	class II
XP_035154134.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	692100	36.19	105	55	5	251	351	123	219	3.86e-10	53.1	unknown	class II
XP_035154134.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	100428435	36.19	105	55	5	251	351	123	219	4e-10	53.1	unknown	class II
XP_035154134.1|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	3123	36.19	105	55	5	251	351	123	219	8.15e-10	52.4	unknown	class II
XP_035154135.2|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	106996081	28.037	107	72	3	343	448	208	310	7e-08	47.0	unknown	class I
XP_035154135.2|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	106995452	28.037	107	72	3	343	448	205	307	1.21e-07	46.2	unknown	class I
XP_035154135.2|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	719702	27.103	107	73	3	343	448	116	218	2.6e-07	44.7	unknown	class I
XP_035154135.2|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	721575	27.103	107	73	3	343	448	208	310	2.91e-07	45.1	unknown	class I
XP_035154135.2|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	694372	27.103	107	73	3	343	448	208	310	3.04e-07	45.1	unknown	class I
XP_035154135.2|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	699243	28.037	107	72	3	343	448	114	216	4.04e-07	44.3	unknown	class I
XP_035154135.2|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	106996676	27.103	107	73	3	343	448	208	310	4.29e-07	44.3	unknown	class I
XP_035154135.2|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	694372	27.103	107	73	3	343	448	251	353	4.4e-07	44.3	unknown	class I
XP_035154135.2|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	699243	28.037	107	72	3	343	448	208	310	4.59e-07	44.3	unknown	class I
XP_035154135.2|tyrosine-protein_phosphatase_non-receptor_type_substrate_1_isoform_X2_[Callithrix_jacchus]	100141394	27.103	107	73	3	343	448	208	310	5.25e-07	44.3	unknown	class I
XP_035154939.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoforms_XLas_isoform_X2_[Callithrix_jacchus]	2775	41.534	378	184	8	666	1041	7	349	3.8999999999999998e-84	270.0	unknown	
XP_035154939.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoforms_XLas_isoform_X2_[Callithrix_jacchus]	2775	42.328	378	181	8	666	1041	7	349	3.95e-83	267.0	unknown	
XP_035154939.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoforms_XLas_isoform_X2_[Callithrix_jacchus]	2775	40.483	331	160	8	713	1041	12	307	2.22e-69	227.0	unknown	
XP_035154939.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoforms_XLas_isoform_X2_[Callithrix_jacchus]	2775	40.483	331	160	8	713	1041	12	307	2.22e-69	227.0	unknown	
XP_035154940.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoforms_XLas_isoform_X3_[Callithrix_jacchus]	2775	43.288	365	182	9	666	1027	7	349	1.3e-85	273.0	unknown	
XP_035154940.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoforms_XLas_isoform_X3_[Callithrix_jacchus]	2775	44.11	365	179	9	666	1027	7	349	1.37e-84	271.0	unknown	
XP_035154940.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoforms_XLas_isoform_X3_[Callithrix_jacchus]	2775	42.271	317	160	8	713	1027	12	307	2.18e-71	233.0	unknown	
XP_035154940.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoforms_XLas_isoform_X3_[Callithrix_jacchus]	2775	42.271	317	160	8	713	1027	12	307	2.18e-71	233.0	unknown	
XP_035154941.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoforms_XLas_isoform_X4_[Callithrix_jacchus]	2775	42.7	363	186	7	666	1026	7	349	1.69e-85	273.0	unknown	
XP_035154941.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoforms_XLas_isoform_X4_[Callithrix_jacchus]	2775	43.526	363	183	7	666	1026	7	349	1.2e-84	271.0	unknown	
XP_035154941.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoforms_XLas_isoform_X4_[Callithrix_jacchus]	2775	41.772	316	162	7	713	1026	12	307	1.62e-71	233.0	unknown	
XP_035154941.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoforms_XLas_isoform_X4_[Callithrix_jacchus]	2775	41.772	316	162	7	713	1026	12	307	1.62e-71	233.0	unknown	
XP_035154943.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X6_[Callithrix_jacchus]	2775	41.176	391	186	9	1	389	1	349	2.51e-90	270.0	unknown	
XP_035154943.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X6_[Callithrix_jacchus]	2775	41.944	391	183	9	1	389	1	349	1.13e-89	268.0	unknown	
XP_035154943.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X6_[Callithrix_jacchus]	2775	40.483	331	160	8	61	389	12	307	1.53e-71	220.0	unknown	
XP_035154943.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X6_[Callithrix_jacchus]	2775	40.483	331	160	8	61	389	12	307	1.53e-71	220.0	unknown	
XP_035154944.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X7_[Callithrix_jacchus]	2775	42.706	377	186	9	1	375	1	349	1.56e-92	275.0	unknown	
XP_035154944.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X7_[Callithrix_jacchus]	2775	43.501	377	183	9	1	375	1	349	5.92e-92	273.0	unknown	
XP_035154944.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X7_[Callithrix_jacchus]	2775	42.271	317	160	8	61	375	12	307	1.3900000000000002e-73	225.0	unknown	
XP_035154944.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X7_[Callithrix_jacchus]	2775	42.271	317	160	8	61	375	12	307	1.3900000000000002e-73	225.0	unknown	
XP_035154945.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X8_[Callithrix_jacchus]	2775	42.287	376	188	8	1	374	1	349	9.3e-93	275.0	unknown	
XP_035154945.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X8_[Callithrix_jacchus]	2775	43.085	376	185	8	1	374	1	349	3.97e-92	274.0	unknown	
XP_035154945.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X8_[Callithrix_jacchus]	2775	41.772	316	162	7	61	374	12	307	7.85e-74	226.0	unknown	
XP_035154945.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X8_[Callithrix_jacchus]	2775	41.772	316	162	7	61	374	12	307	7.85e-74	226.0	unknown	
XP_035154948.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X10_[Callithrix_jacchus]	2775	41.408	355	167	9	5	357	34	349	2.58e-83	251.0	unknown	
XP_035154948.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X10_[Callithrix_jacchus]	2775	42.254	355	164	9	5	357	34	349	1.18e-82	249.0	unknown	
XP_035154948.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X10_[Callithrix_jacchus]	2775	40.483	331	160	8	29	357	12	307	7.45e-72	220.0	unknown	
XP_035154948.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X10_[Callithrix_jacchus]	2775	40.483	331	160	8	29	357	12	307	7.45e-72	220.0	unknown	
XP_035154949.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X11_[Callithrix_jacchus]	2775	43.109	341	167	9	5	343	34	349	2.16e-85	255.0	unknown	
XP_035154949.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X11_[Callithrix_jacchus]	2775	43.988	341	164	9	5	343	34	349	1.34e-84	253.0	unknown	
XP_035154949.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X11_[Callithrix_jacchus]	2775	42.271	317	160	8	29	343	12	307	5.42e-74	225.0	unknown	
XP_035154949.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X11_[Callithrix_jacchus]	2775	42.271	317	160	8	29	343	12	307	5.42e-74	225.0	unknown	
XP_035154950.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X12_[Callithrix_jacchus]	2775	42.647	340	169	8	5	342	34	349	1.31e-85	256.0	unknown	
XP_035154950.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X12_[Callithrix_jacchus]	2775	43.529	340	166	8	5	342	34	349	8.060000000000001e-85	254.0	unknown	
XP_035154950.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X12_[Callithrix_jacchus]	2775	41.772	316	162	7	29	342	12	307	4.23e-74	225.0	unknown	
XP_035154950.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X12_[Callithrix_jacchus]	2775	41.772	316	162	7	29	342	12	307	4.23e-74	225.0	unknown	
XP_035154954.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X13_[Callithrix_jacchus]	2775	41.195	318	164	8	1	316	53	349	2.71e-75	229.0	unknown	
XP_035154954.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X13_[Callithrix_jacchus]	2775	42.138	318	161	8	1	316	53	349	1.18e-74	227.0	unknown	
XP_035154954.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X13_[Callithrix_jacchus]	2775	42.271	317	160	8	2	316	12	307	2.15e-74	225.0	unknown	
XP_035154954.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X13_[Callithrix_jacchus]	2775	42.271	317	160	8	2	316	12	307	2.15e-74	225.0	unknown	
XP_035154955.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X13_[Callithrix_jacchus]	2775	41.195	318	164	8	1	316	53	349	2.71e-75	229.0	unknown	
XP_035154955.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X13_[Callithrix_jacchus]	2775	42.138	318	161	8	1	316	53	349	1.18e-74	227.0	unknown	
XP_035154955.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X13_[Callithrix_jacchus]	2775	42.271	317	160	8	2	316	12	307	2.15e-74	225.0	unknown	
XP_035154955.1|guanine_nucleotide-binding_protein_G(s)_subunit_alpha_isoform_X13_[Callithrix_jacchus]	2775	42.271	317	160	8	2	316	12	307	2.15e-74	225.0	unknown	
XP_035157514.2|guanine_nucleotide-binding_protein_subunit_alpha-13_isoform_X2_[Callithrix_jacchus]	2775	43.31	284	151	5	18	300	37	311	1.05e-74	225.0	unknown	
XP_035157514.2|guanine_nucleotide-binding_protein_subunit_alpha-13_isoform_X2_[Callithrix_jacchus]	2775	43.31	284	151	5	18	300	37	311	1.05e-74	225.0	unknown	
XP_035157514.2|guanine_nucleotide-binding_protein_subunit_alpha-13_isoform_X2_[Callithrix_jacchus]	2775	43.31	284	151	5	18	300	79	353	1.4000000000000001e-74	226.0	unknown	
XP_035157514.2|guanine_nucleotide-binding_protein_subunit_alpha-13_isoform_X2_[Callithrix_jacchus]	2775	42.254	284	154	5	18	300	79	353	5.71e-74	224.0	unknown	
XP_035162786.1|ADP-ribosylation_factor-like_protein_5B_isoform_X1_[Callithrix_jacchus]	2775	26.357	129	78	4	15	130	150	274	1.97e-06	39.7	unknown	
XP_035162786.1|ADP-ribosylation_factor-like_protein_5B_isoform_X1_[Callithrix_jacchus]	2775	26.718	131	79	4	15	132	108	234	2.53e-06	39.3	unknown	
XP_035162786.1|ADP-ribosylation_factor-like_protein_5B_isoform_X1_[Callithrix_jacchus]	2775	26.718	131	79	4	15	132	108	234	2.53e-06	39.3	unknown	
XP_035162786.1|ADP-ribosylation_factor-like_protein_5B_isoform_X1_[Callithrix_jacchus]	2775	26.718	131	79	4	15	132	150	276	2.54e-06	39.3	unknown	
XP_035162787.1|ADP-ribosylation_factor-like_protein_5B_isoform_X2_[Callithrix_jacchus]	2775	28.09	89	50	2	18	94	190	276	5.2e-06	37.4	unknown	
XP_035162787.1|ADP-ribosylation_factor-like_protein_5B_isoform_X2_[Callithrix_jacchus]	2775	28.09	89	50	2	18	94	148	234	5.42e-06	37.4	unknown	
XP_035162787.1|ADP-ribosylation_factor-like_protein_5B_isoform_X2_[Callithrix_jacchus]	2775	28.09	89	50	2	18	94	148	234	5.42e-06	37.4	unknown	
XP_035162787.1|ADP-ribosylation_factor-like_protein_5B_isoform_X2_[Callithrix_jacchus]	2775	27.586	87	49	2	18	92	190	274	5.95e-06	37.4	unknown	
XP_054094023.1|tapasin-related_protein_isoform_X1_[Callithrix_jacchus]	3120	29.104	134	85	4	275	403	95	223	8.21e-09	48.5	unknown	class II
XP_054094023.1|tapasin-related_protein_isoform_X1_[Callithrix_jacchus]	3120	28.689	122	79	3	275	393	95	211	2.18e-08	47.4	unknown	class II
XP_054094023.1|tapasin-related_protein_isoform_X1_[Callithrix_jacchus]	3120	28.689	122	79	3	275	393	95	211	2.18e-08	47.4	unknown	class II
XP_054094023.1|tapasin-related_protein_isoform_X1_[Callithrix_jacchus]	3120	28.689	122	79	3	275	393	95	211	2.18e-08	47.4	unknown	class II
XP_054094023.1|tapasin-related_protein_isoform_X1_[Callithrix_jacchus]	3120	28.689	122	79	3	275	393	95	211	2.18e-08	47.4	unknown	class II
XP_054094023.1|tapasin-related_protein_isoform_X1_[Callithrix_jacchus]	3120	28.689	122	79	3	275	393	99	215	2.2e-08	47.4	unknown	class II
XP_054094023.1|tapasin-related_protein_isoform_X1_[Callithrix_jacchus]	3120	28.689	122	79	3	275	393	99	215	2.2e-08	47.4	unknown	class II
XP_054094023.1|tapasin-related_protein_isoform_X1_[Callithrix_jacchus]	3120	28.689	122	79	3	275	393	99	215	2.2e-08	47.4	unknown	class II
XP_054094023.1|tapasin-related_protein_isoform_X1_[Callithrix_jacchus]	3120	28.689	122	79	3	275	393	99	215	2.2e-08	47.4	unknown	class II
XP_054094023.1|tapasin-related_protein_isoform_X1_[Callithrix_jacchus]	3120	28.689	122	79	3	275	393	99	215	2.2e-08	47.4	unknown	class II
XP_054097803.1|natural_cytotoxicity_triggering_receptor_3_ligand_1,_partial_[Callithrix_jacchus]	103221696	28.947	152	85	5	195	341	142	275	2.24e-08	47.4	unknown	class II
XP_054097803.1|natural_cytotoxicity_triggering_receptor_3_ligand_1,_partial_[Callithrix_jacchus]	103221696	30.469	128	66	5	195	317	142	251	6.43e-08	45.8	unknown	class II
XP_054097803.1|natural_cytotoxicity_triggering_receptor_3_ligand_1,_partial_[Callithrix_jacchus]	3119	30.769	91	50	3	195	281	142	223	1.65e-07	44.3	unknown	class II
XP_054097803.1|natural_cytotoxicity_triggering_receptor_3_ligand_1,_partial_[Callithrix_jacchus]	3105	27.642	123	62	4	200	320	225	322	4.24e-07	43.5	unknown	class I
XP_054097803.1|natural_cytotoxicity_triggering_receptor_3_ligand_1,_partial_[Callithrix_jacchus]	3119	30.769	91	50	3	195	281	142	223	4.4e-07	43.1	unknown	class II
XP_054097803.1|natural_cytotoxicity_triggering_receptor_3_ligand_1,_partial_[Callithrix_jacchus]	3119	30.769	91	50	3	195	281	142	223	4.82e-07	43.1	unknown	class II
XP_054097803.1|natural_cytotoxicity_triggering_receptor_3_ligand_1,_partial_[Callithrix_jacchus]	3105	27.642	123	62	4	200	320	225	322	4.98e-07	43.5	unknown	class I
XP_054097803.1|natural_cytotoxicity_triggering_receptor_3_ligand_1,_partial_[Callithrix_jacchus]	100429241	29.67	91	51	3	195	281	142	223	5.33e-07	42.7	unknown	class II
XP_054097803.1|natural_cytotoxicity_triggering_receptor_3_ligand_1,_partial_[Callithrix_jacchus]	719250	28.777	139	72	6	200	336	236	349	7.69e-07	42.7	unknown	class I
XP_054097803.1|natural_cytotoxicity_triggering_receptor_3_ligand_1,_partial_[Callithrix_jacchus]	719250	28.777	139	72	6	200	336	236	349	7.78e-07	42.7	unknown	class I
XP_054101517.1|immunoglobulin_lambda-1_light_chain-like_[Callithrix_jacchus]	3117	37.079	89	50	3	170	257	111	194	5.68e-12	57.0	unknown	class II
XP_054101517.1|immunoglobulin_lambda-1_light_chain-like_[Callithrix_jacchus]	3117	37.079	89	50	3	170	257	111	194	5.68e-12	57.0	unknown	class II
XP_054101517.1|immunoglobulin_lambda-1_light_chain-like_[Callithrix_jacchus]	3117	37.079	89	50	3	170	257	111	194	5.68e-12	57.0	unknown	class II
XP_054101517.1|immunoglobulin_lambda-1_light_chain-like_[Callithrix_jacchus]	3117	37.079	89	50	3	170	257	111	194	5.68e-12	57.0	unknown	class II
XP_054101517.1|immunoglobulin_lambda-1_light_chain-like_[Callithrix_jacchus]	3117	37.079	89	50	3	170	257	111	194	5.73e-12	57.0	unknown	class II
XP_054101517.1|immunoglobulin_lambda-1_light_chain-like_[Callithrix_jacchus]	100428435	30.508	118	68	4	138	255	103	206	7.58e-12	57.0	unknown	class II
XP_054101517.1|immunoglobulin_lambda-1_light_chain-like_[Callithrix_jacchus]	3123	32.673	101	62	3	155	255	112	206	8.18e-12	56.6	unknown	class II
XP_054101517.1|immunoglobulin_lambda-1_light_chain-like_[Callithrix_jacchus]	103221696	32.222	90	57	2	166	255	124	209	1.71e-11	55.8	unknown	class II
XP_054101517.1|immunoglobulin_lambda-1_light_chain-like_[Callithrix_jacchus]	103221696	32.222	90	57	2	166	255	124	209	2.21e-11	55.5	unknown	class II
XP_054101517.1|immunoglobulin_lambda-1_light_chain-like_[Callithrix_jacchus]	720582	34.091	88	54	2	170	257	112	195	2.55e-11	55.1	unknown	class II
XP_054101518.1|immunoglobulin_lambda_variable_5-39_[Callithrix_jacchus]	100428435	31.034	116	68	4	110	225	103	206	3.09e-12	57.4	unknown	class II
XP_054101518.1|immunoglobulin_lambda_variable_5-39_[Callithrix_jacchus]	3123	32.673	101	62	3	125	225	112	206	5.48e-12	57.0	unknown	class II
XP_054101518.1|immunoglobulin_lambda_variable_5-39_[Callithrix_jacchus]	3117	37.079	89	50	3	140	227	111	194	7.1e-12	56.2	unknown	class II
XP_054101518.1|immunoglobulin_lambda_variable_5-39_[Callithrix_jacchus]	3117	37.079	89	50	3	140	227	111	194	7.1e-12	56.2	unknown	class II
XP_054101518.1|immunoglobulin_lambda_variable_5-39_[Callithrix_jacchus]	3117	37.079	89	50	3	140	227	111	194	7.1e-12	56.2	unknown	class II
XP_054101518.1|immunoglobulin_lambda_variable_5-39_[Callithrix_jacchus]	3117	37.079	89	50	3	140	227	111	194	7.1e-12	56.2	unknown	class II
XP_054101518.1|immunoglobulin_lambda_variable_5-39_[Callithrix_jacchus]	3117	37.079	89	50	3	140	227	111	194	7.31e-12	56.2	unknown	class II
